gesture_idx,gesture_name,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20
3,Peace,0.210111171,0.87278223,4.18E-07,0.145911723,0.841212153,-0.01342976,0.107965812,0.744093001,-0.016110796,0.129781276,0.659318268,-0.022373358,0.161687165,0.609512866,-0.029216578,0.112240985,0.659676552,-0.001760726,0.06894426,0.57069701,-0.017000811,0.043215036,0.520969987,-0.024630073,0.02318567,0.477696538,-0.029933754,0.157708153,0.640735626,-0.011902577,0.139188707,0.517442107,-0.032460544,0.1226255,0.450799257,-0.046553601,0.113085642,0.397261083,-0.05258001,0.203212231,0.649671912,-0.024624692,0.174895674,0.577786744,-0.063043468,0.164105058,0.656236947,-0.067639254,0.166595727,0.712349594,-0.058817361,0.245212391,0.672955513,-0.037644275,0.203125745,0.650892794,-0.071727984,0.191076949,0.718657494,-0.070913285,0.196256235,0.766009569,-0.062044941
3,Peace,0.235977829,0.869633019,3.69E-07,0.171706274,0.835374117,-0.013150673,0.131376475,0.733598173,-0.014847594,0.158943728,0.650310397,-0.02011285,0.19586809,0.601217449,-0.026274394,0.132037655,0.644545197,-0.002202814,0.087440453,0.555201828,-0.018154211,0.061402395,0.503136933,-0.026107477,0.040600121,0.454971254,-0.032099459,0.181709275,0.621438265,-0.012822638,0.160469666,0.499581844,-0.033737138,0.145651847,0.433294326,-0.048381768,0.136895031,0.3734079,-0.055051137,0.23221001,0.627522826,-0.025907883,0.203456715,0.560591102,-0.065756954,0.193846688,0.650059998,-0.071166687,0.196311399,0.709716916,-0.062879615,0.279819041,0.649179697,-0.039317086,0.235587209,0.643691599,-0.075905859,0.221571058,0.720065176,-0.077255912,0.224580288,0.768902183,-0.069837004
3,Peace,0.275364846,0.849828959,4.31E-07,0.210638314,0.812775612,-0.014882549,0.165712506,0.711424112,-0.021089815,0.189001098,0.621971488,-0.032013264,0.231064409,0.569552004,-0.043572329,0.169580579,0.604047835,-0.003167362,0.122105904,0.510888577,-0.022976242,0.09514308,0.455940127,-0.033665676,0.073347196,0.40661341,-0.041302878,0.220356777,0.587036192,-0.016167954,0.20255886,0.453870177,-0.041373804,0.187617362,0.386307329,-0.056497276,0.178419545,0.326081842,-0.062544905,0.273318648,0.601169348,-0.032063153,0.241762862,0.52553761,-0.076695345,0.229630023,0.624807715,-0.076938443,0.231935933,0.687458277,-0.063101359,0.324610293,0.634252429,-0.048498854,0.275629759,0.607522249,-0.086179249,0.260539979,0.687309086,-0.081023216,0.264027208,0.738370895,-0.068030745
3,Peace,0.325047016,0.832347691,4.84E-07,0.259193301,0.787909448,-0.015122122,0.212459862,0.677617669,-0.019835681,0.240996122,0.585892856,-0.029731981,0.290389508,0.535349131,-0.04034273,0.218415946,0.561636388,0.000731352,0.170468807,0.46092847,-0.017390514,0.143580616,0.402782351,-0.02745929,0.120604247,0.35163039,-0.035070878,0.271402836,0.547229171,-0.012772776,0.258710444,0.406498909,-0.036559932,0.243421301,0.334781051,-0.052459277,0.232714295,0.274136215,-0.059144538,0.325202733,0.566372633,-0.029474553,0.29699108,0.486175239,-0.074783258,0.282095402,0.584823906,-0.077716962,0.282574356,0.650187612,-0.065341465,0.375781417,0.605861723,-0.046653654,0.329345673,0.575029194,-0.08607877,0.313269138,0.656537712,-0.082249746,0.31647709,0.711748362,-0.069838941
3,Peace,0.411934704,0.816466451,5.40E-07,0.340871066,0.766165555,-0.014858927,0.296581328,0.646427512,-0.01958124,0.331183016,0.550430954,-0.030078847,0.382066756,0.501080155,-0.04155561,0.299017787,0.53221947,0.001423546,0.255501688,0.424376488,-0.018282209,0.229392856,0.361793935,-0.028621707,0.207362056,0.307551354,-0.035514195,0.354758471,0.517745554,-0.013678848,0.342935234,0.369244337,-0.038406394,0.330315381,0.290180355,-0.053824265,0.323454559,0.223969221,-0.059310749,0.409982741,0.539795518,-0.032262012,0.386126906,0.455412567,-0.079444967,0.367837846,0.559137583,-0.082425632,0.364457607,0.627830863,-0.068771362,0.46158579,0.583301663,-0.05122453,0.420356244,0.545567632,-0.09055502,0.403082728,0.628665686,-0.085023686,0.403384328,0.685077131,-0.070839942
3,Peace,0.490130424,0.800676942,5.89E-07,0.421186864,0.748332977,-0.016802916,0.376698166,0.632068336,-0.02331809,0.411747873,0.536540508,-0.034947995,0.465248436,0.487745821,-0.047462288,0.381517738,0.510497332,-0.001697842,0.340786159,0.400144249,-0.021856412,0.315299749,0.335342318,-0.033015296,0.292895466,0.279356152,-0.040574152,0.437214017,0.498190254,-0.016183123,0.430082411,0.347359776,-0.041009977,0.419039965,0.265949398,-0.056746032,0.412141055,0.19859612,-0.062517628,0.491713226,0.522616684,-0.034161501,0.47272712,0.442934901,-0.080563724,0.45317933,0.543607295,-0.083623447,0.447637409,0.610538602,-0.070389487,0.542028308,0.568451583,-0.052734271,0.504761517,0.529664934,-0.091321863,0.485892475,0.613329232,-0.085006848,0.483947396,0.670844615,-0.07043121
3,Peace,0.535426915,0.795627832,6.55E-07,0.467095017,0.742356956,-0.021595141,0.42330569,0.621940911,-0.030069195,0.459616214,0.52045399,-0.043085855,0.518493652,0.469018608,-0.056731936,0.428515971,0.497671992,-0.006246415,0.386736989,0.382585049,-0.027735375,0.363852561,0.313399374,-0.039499853,0.342756867,0.2539621,-0.048176356,0.486394018,0.485195637,-0.019444471,0.482926756,0.32772857,-0.047411043,0.473375022,0.243328899,-0.06541606,0.466026455,0.175163537,-0.072894067,0.541391015,0.510457397,-0.03630013,0.52215451,0.418550283,-0.08611729,0.50315249,0.518707514,-0.089767747,0.499070734,0.586649597,-0.076575793,0.59173733,0.557606459,-0.054132018,0.553898871,0.517938316,-0.096553795,0.535629988,0.603105724,-0.092137776,0.535947978,0.663372993,-0.07838203
3,Peace,0.593327224,0.789422154,6.68E-07,0.523882866,0.731250048,-0.022786185,0.482485384,0.609692872,-0.033173107,0.518658221,0.511326849,-0.048203047,0.577332199,0.462456644,-0.063705489,0.487306595,0.48096332,-0.008492747,0.443560511,0.367061019,-0.032571502,0.420173705,0.29706949,-0.046741281,0.400022238,0.2355268,-0.056957699,0.547450006,0.469796866,-0.022405609,0.542225063,0.31106627,-0.052850336,0.534478009,0.222856283,-0.072590582,0.529984713,0.150861979,-0.081191465,0.604585111,0.497507155,-0.040042534,0.58745563,0.402849168,-0.092775136,0.568576157,0.503575027,-0.096859254,0.563126385,0.574110031,-0.083257392,0.656884551,0.547436178,-0.058699328,0.620776176,0.502705336,-0.102663137,0.600572586,0.587179303,-0.097663417,0.597395599,0.649582267,-0.083143108
3,Peace,0.634689331,0.783874631,7.23E-07,0.565937042,0.722823024,-0.021145964,0.527622163,0.598969221,-0.030172529,0.565473378,0.501737654,-0.044155888,0.625467598,0.454365492,-0.058522515,0.531032562,0.477932036,-0.007352963,0.488027334,0.360324085,-0.03058834,0.465764254,0.288717687,-0.043525811,0.446789086,0.226663113,-0.052848957,0.590906203,0.465001464,-0.021459233,0.589641094,0.302499473,-0.051459305,0.584542751,0.211719364,-0.07157293,0.58269906,0.139855206,-0.080528498,0.646502137,0.491769046,-0.038943786,0.634569705,0.397720695,-0.089583233,0.616858482,0.496362835,-0.093286142,0.6119591,0.565333009,-0.079937294,0.696603119,0.540040791,-0.057464592,0.663833559,0.49936828,-0.099774405,0.644605041,0.583986282,-0.094820485,0.642137647,0.646469653,-0.08056768
3,Peace,0.666725338,0.785261095,7.06E-07,0.59774226,0.724171638,-0.018453248,0.559291482,0.596514225,-0.024852609,0.599193931,0.500145912,-0.036476731,0.660657167,0.46105814,-0.048612997,0.562400281,0.48064363,-0.005838588,0.519113779,0.365092278,-0.02621793,0.496202588,0.293279707,-0.037525285,0.476949781,0.231692195,-0.046390016,0.622218013,0.468283385,-0.020770431,0.620335221,0.306781828,-0.048103899,0.617432237,0.214605153,-0.067222081,0.618442357,0.14288944,-0.076209195,0.678170919,0.496415198,-0.038641412,0.670410156,0.402890652,-0.085794881,0.650723994,0.49923411,-0.088874944,0.642290473,0.568124771,-0.076161325,0.728911281,0.545520604,-0.057454947,0.699009001,0.502058446,-0.097274594,0.679053187,0.583472192,-0.091659665,0.674029946,0.645633817,-0.077741258
3,Peace,0.720172226,0.777452707,8.10E-07,0.654124022,0.714378715,-0.024268234,0.621875167,0.590320945,-0.032564662,0.669467211,0.491906792,-0.045137465,0.730733752,0.451512367,-0.057559751,0.61531353,0.470502973,-0.007021443,0.577979267,0.354440928,-0.027971521,0.55860579,0.281446576,-0.040664181,0.542291582,0.220051676,-0.050471894,0.676549613,0.458656073,-0.019121742,0.680938959,0.29962796,-0.046151776,0.684099197,0.207730681,-0.064771451,0.689995527,0.135222793,-0.073354401,0.732481182,0.489719123,-0.035211656,0.735533416,0.398498297,-0.081598118,0.713003933,0.491551042,-0.084740818,0.700417697,0.557341099,-0.072449528,0.781608522,0.543516278,-0.053030629,0.765286684,0.495470911,-0.092503086,0.742591977,0.572492242,-0.087242693,0.73127073,0.631727815,-0.073706433
3,Peace,0.74904108,0.798084557,7.17E-07,0.683507264,0.748374581,-0.024165468,0.641821802,0.627650142,-0.03266751,0.677073598,0.528360248,-0.045598991,0.735508084,0.481124908,-0.058287736,0.636911809,0.500987113,-0.003968715,0.590944171,0.389242232,-0.024817461,0.5672732,0.321350753,-0.035628632,0.547774434,0.264229774,-0.043333326,0.69691354,0.485387444,-0.016393013,0.692247033,0.326796949,-0.044591587,0.687875152,0.239171267,-0.062331993,0.686507523,0.167947173,-0.069013782,0.754028797,0.509746432,-0.033225354,0.741235852,0.420979172,-0.085287653,0.724590123,0.522349656,-0.090403326,0.71954143,0.588869393,-0.077241205,0.805506229,0.557363212,-0.051218353,0.773393631,0.518375099,-0.095830783,0.754428267,0.605095327,-0.092767552,0.751628101,0.665518761,-0.079464816
3,Peace,0.73831439,0.81860745,7.46E-07,0.670494616,0.781094134,-0.02077304,0.619967699,0.67268455,-0.027193489,0.645248175,0.573786259,-0.038381852,0.693946183,0.518864512,-0.048941605,0.599813461,0.548963726,-0.001522509,0.542591631,0.44851914,-0.01897369,0.51234746,0.389373422,-0.027958121,0.486360788,0.338767648,-0.035093296,0.656216264,0.520268321,-0.013330484,0.643195629,0.367158264,-0.03784297,0.636780322,0.280118287,-0.054214954,0.633302689,0.209839106,-0.061182309,0.711399853,0.534067929,-0.029019263,0.692966342,0.452885687,-0.074499294,0.688052058,0.553017914,-0.078304701,0.689911783,0.620453656,-0.06651368,0.763868093,0.56978339,-0.04615942,0.737596333,0.546290994,-0.087285824,0.727818549,0.631205499,-0.085824795,0.728791356,0.690772533,-0.074743189
3,Peace,0.725711167,0.838048577,7.63E-07,0.653814733,0.811274707,-0.022470446,0.589137971,0.711665392,-0.0291481,0.604690671,0.603439093,-0.040211502,0.645219386,0.530869544,-0.050608546,0.553813159,0.600181818,-0.001864945,0.481342316,0.514210463,-0.021908123,0.441773295,0.461264789,-0.032795031,0.409185946,0.41366151,-0.040895388,0.60654974,0.559322596,-0.013719217,0.569389582,0.4084948,-0.041096039,0.551213026,0.322432458,-0.059765466,0.540299296,0.249377489,-0.067436256,0.665384591,0.560343862,-0.029609216,0.641604841,0.482901275,-0.077842794,0.64917177,0.587972403,-0.080691561,0.658049107,0.653761446,-0.066896044,0.724336565,0.583699644,-0.046977408,0.694769681,0.558881223,-0.088558868,0.696529865,0.645152628,-0.084202461,0.704821467,0.700475931,-0.070330709
3,Peace,0.711575091,0.848092496,6.62E-07,0.637856722,0.825047493,-0.015349999,0.566025972,0.721776009,-0.018112248,0.580255508,0.61422503,-0.027118957,0.62717557,0.547248125,-0.03667267,0.542591274,0.62026614,0.003226068,0.467220157,0.539076447,-0.015982963,0.427285314,0.490511239,-0.026422439,0.393337041,0.44865641,-0.034637429,0.59209764,0.580371797,-0.011644755,0.551936626,0.426957309,-0.040166687,0.526680648,0.344376236,-0.059725564,0.509154618,0.276294917,-0.068305686,0.648623824,0.578084886,-0.029755682,0.612760603,0.488718539,-0.076819822,0.623114288,0.592677891,-0.076669447,0.636135101,0.658021033,-0.06141777,0.707320213,0.59539032,-0.048978548,0.666791797,0.564832389,-0.088420272,0.673906744,0.652271152,-0.081285097,0.689883411,0.707457721,-0.066222213
3,Peace,0.676203549,0.892586827,6.11E-07,0.596359253,0.877113581,-0.0195735,0.520763397,0.779700279,-0.02482748,0.524943411,0.670197248,-0.03569904,0.559514225,0.588246405,-0.046774667,0.487079024,0.667399347,0.005115892,0.409563959,0.589549243,-0.016210064,0.366964459,0.544139147,-0.028311804,0.329794824,0.504262686,-0.037592061,0.533910334,0.621641695,-0.008977074,0.484356046,0.474448562,-0.039104395,0.454050034,0.400396168,-0.059234802,0.431595981,0.335817814,-0.068021081,0.59109813,0.611954808,-0.027362019,0.546415627,0.520240605,-0.079857424,0.562535405,0.631799459,-0.082651742,0.5807212,0.699751437,-0.068581894,0.653435469,0.622264743,-0.04686603,0.607694685,0.607297361,-0.093165487,0.620229781,0.702509284,-0.090258665,0.640502214,0.757179916,-0.077116475
3,Peace,0.721036553,0.887669861,7.01E-07,0.637391567,0.861147344,-0.017282616,0.570949554,0.754171789,-0.02284248,0.587756991,0.645950377,-0.034728259,0.630186617,0.578949153,-0.04735538,0.536441088,0.642361581,-0.001712207,0.45960921,0.556880176,-0.022897523,0.415234923,0.503796041,-0.035350349,0.376987517,0.455974132,-0.045238268,0.587037146,0.602614641,-0.017854333,0.541281044,0.451984942,-0.046743985,0.516307354,0.365769356,-0.066964522,0.500637114,0.291495383,-0.076612666,0.64623493,0.600905657,-0.037389282,0.612491846,0.507400393,-0.085170008,0.621951401,0.614038527,-0.08854223,0.634834111,0.68384397,-0.07647942,0.708321095,0.619616926,-0.058224276,0.674770951,0.593135417,-0.098612189,0.679261148,0.680173755,-0.094208337,0.690702736,0.736895621,-0.081480518
3,Peace,0.754748762,0.83413291,8.68E-07,0.687088072,0.784330487,-0.026849397,0.649759352,0.668051004,-0.036574379,0.693195462,0.568815589,-0.050050233,0.743058443,0.513542056,-0.06310156,0.617355824,0.54006809,-0.010722213,0.561920106,0.432797849,-0.032983653,0.532104731,0.366395354,-0.04512541,0.507317305,0.306683451,-0.05373355,0.677327991,0.516402483,-0.021919562,0.670152962,0.360530913,-0.050974928,0.671991467,0.269272655,-0.067851476,0.676967323,0.191703856,-0.07390134,0.735288262,0.537236273,-0.037632085,0.738083005,0.451382607,-0.088286445,0.73507911,0.558653116,-0.091658868,0.7340132,0.626763761,-0.077974647,0.788950503,0.582739949,-0.055222347,0.784768879,0.546621025,-0.097627558,0.774147809,0.632571101,-0.093351796,0.767525733,0.690408289,-0.07967075
3,Peace,0.800595284,0.831007123,1.09E-06,0.746906638,0.760473847,-0.03850789,0.736314118,0.653420687,-0.0573783,0.796768427,0.571583748,-0.078240931,0.851109922,0.520015597,-0.098183863,0.710636079,0.51851064,-0.021350775,0.677147627,0.39988929,-0.049924329,0.661890388,0.324506849,-0.067647524,0.650051832,0.259113699,-0.079290204,0.773326695,0.51407373,-0.028399788,0.802935481,0.36420238,-0.063482761,0.829742908,0.276732028,-0.085760884,0.853602946,0.205698997,-0.094469637,0.825687408,0.554797649,-0.040935554,0.848654568,0.484173656,-0.096420556,0.825479507,0.576136172,-0.104900636,0.810076773,0.632950366,-0.093496837,0.868835449,0.619081438,-0.0558143,0.878134429,0.574515879,-0.101263866,0.851895571,0.645139158,-0.09896221,0.831559539,0.695602775,-0.085518628
3,Peace,0.638155997,0.84873426,1.02E-06,0.588440359,0.791864753,-0.041952848,0.578520238,0.693479538,-0.063038498,0.6358518,0.618401766,-0.083748505,0.689715087,0.568535209,-0.103272483,0.563162267,0.55420059,-0.03296198,0.536223292,0.434931397,-0.061982483,0.524438083,0.360153675,-0.078807048,0.516937375,0.294766515,-0.089715213,0.624869704,0.551226199,-0.036356252,0.654580951,0.413479477,-0.070331901,0.679113805,0.333588153,-0.089385137,0.700320899,0.267398447,-0.09669625,0.673713565,0.588827133,-0.044880971,0.69704181,0.521467745,-0.098474011,0.672080934,0.61086005,-0.10528928,0.654961884,0.66696614,-0.094211273,0.711363256,0.646357715,-0.055904578,0.716166735,0.613996148,-0.101480439,0.690254748,0.684666455,-0.100830264,0.671044469,0.732538223,-0.089214094
3,Peace,0.506407022,0.853294492,8.15E-07,0.452337623,0.797930837,-0.027025394,0.435758859,0.6889081,-0.039573614,0.488497287,0.619835258,-0.054047693,0.53839016,0.586017907,-0.068658605,0.437608123,0.56305337,-0.023879027,0.411586523,0.447626472,-0.047065549,0.397786051,0.377708495,-0.059017818,0.38658917,0.316213697,-0.067226216,0.49555257,0.566506982,-0.032805823,0.518569946,0.433051288,-0.0615138,0.537819505,0.357712448,-0.076546766,0.555661142,0.293515414,-0.081643388,0.54292196,0.606374681,-0.044996116,0.550858855,0.53449893,-0.091634624,0.52589941,0.622558594,-0.091974735,0.512616634,0.67728579,-0.077730037,0.581308842,0.666736841,-0.058640189,0.571325183,0.622150242,-0.097123884,0.54543823,0.690212846,-0.090143763,0.532184601,0.736522019,-0.075261444
3,Peace,0.366312593,0.88296777,4.87E-07,0.307900012,0.838756621,-0.026077265,0.273649901,0.735790491,-0.037098862,0.310584337,0.655800223,-0.050524041,0.362487406,0.618616879,-0.063900128,0.28090176,0.619276106,-0.015952706,0.257340699,0.506565332,-0.039550785,0.244189113,0.440285325,-0.052615128,0.234348863,0.381181747,-0.06171827,0.332081914,0.608844936,-0.025346825,0.31541124,0.475156963,-0.054615699,0.304571331,0.403226763,-0.071866624,0.298626333,0.339525521,-0.07925538,0.382950157,0.630164862,-0.038436487,0.373300374,0.554321826,-0.088229999,0.355656981,0.650063396,-0.091472469,0.347240031,0.714606881,-0.078688264,0.428162336,0.671558857,-0.052934147,0.398850173,0.637744009,-0.094796196,0.378664494,0.714078903,-0.092169911,0.373039842,0.766857088,-0.080397777
3,Peace,0.450755298,0.867420495,5.64E-07,0.392449439,0.8184461,-0.019512679,0.363838583,0.714853346,-0.028269863,0.401712328,0.637737274,-0.040407024,0.449947357,0.603216112,-0.052765537,0.361983895,0.603556454,-0.011760043,0.331513166,0.499865919,-0.031972911,0.314267278,0.43671146,-0.042798925,0.298813343,0.382727742,-0.05016236,0.414903194,0.593750477,-0.023037167,0.412274301,0.458900273,-0.046434917,0.40801239,0.385492384,-0.06046446,0.405666918,0.32468158,-0.066084906,0.464813441,0.61830008,-0.037234671,0.454185456,0.547317505,-0.078008071,0.435709089,0.631992102,-0.08049494,0.428331465,0.689902902,-0.069305204,0.508455992,0.662231326,-0.052517388,0.481998742,0.633346736,-0.085600421,0.462109983,0.700234234,-0.08044184,0.456305653,0.748352826,-0.068368256
